id,abv,ibu,nacionalidade_id,nome,estilo,cervejaria_id,oncas
368,0.07,0.00,2300,1492,American Pale Ale (APA),167,12.00
369,0.06,0.00,2299,Mango Ginger,American IPA,167,12.00
370,0.05,0.00,2298,Passenger,English Dark Mild Ale,167,12.00
371,0.06,52.00,2107,Plum St. Porter,American Porter,219,12.00
372,0.06,52.00,1573,Plum St. Porter,American Porter,219,12.00
373,0.07,80.00,1289,Bozone HopZone IPA,American IPA,219,12.00
374,0.06,25.00,1288,Bozone Hefe Weizen,Hefeweizen,219,12.00
375,0.06,0.00,470,Bozone Select Amber Ale,American Amber / Red Ale,219,12.00
376,0.05,40.00,2167,Evil Owl,American Amber / Red Ale,207,12.00
377,0.05,0.00,2204,Post Time Kölsch,Kölsch,195,16.00
378,0.04,9.00,1522,Agave Wheat,American Pale Wheat Ale,391,12.00
379,0.04,15.00,397,SummerBright Ale,American Pale Wheat Ale,391,12.00
380,0.06,68.00,193,Lucky U IPA,American IPA,391,12.00
381,0.05,19.00,83,Avalanche Ale,American Amber / Red Ale,391,12.00
382,0.05,0.00,1802,"Youre My Boy, Blue",Fruit / Vegetable Beer,308,12.00
383,0.07,60.00,1801,Last Stop IPA,American IPA,308,12.00
384,0.05,21.00,1800,Rollin Dirty Red Ale,Irish Red Ale,308,12.00
385,0.06,28.00,1799,Are Wheat There Yet?,American Pale Wheat Ale,308,12.00
386,0.06,0.00,2619,Insert Hop Reference,American Pale Ale (APA),19,16.00
387,0.05,0.00,2468,Manitou Amber,American Amber / Red Ale,85,16.00
388,0.07,0.00,2637,Belfort,Saison / Farmhouse Ale,10,16.00
389,0.06,0.00,2636,Star Runner,Belgian Pale Ale,10,16.00
390,0.10,0.00,2598,Tart Side of the Barrel,American Double / Imperial Stout,10,16.00
391,0.06,0.00,2597,Linnaeus Mango IPA,American IPA,10,16.00
392,0.07,0.00,2548,Beasts ABurnin,Rauchbier,10,16.00
393,0.08,0.00,2542,Verdun,Bière de Garde,10,16.00
394,0.07,0.00,2541,Barrel Aged Triomphe,Belgian IPA,10,16.00
395,0.07,0.00,2504,Cherry Doppelbock,Doppelbock,10,16.00
396,0.07,0.00,2500,Tropical Saison,Saison / Farmhouse Ale,10,16.00
397,0.07,0.00,2499,Beach Patrol,Witbier,10,16.00
398,0.05,0.00,2498,Nuit Serpent,Belgian IPA,10,16.00
399,0.09,0.00,2481,Paris,Saison / Farmhouse Ale,10,16.00
400,0.06,0.00,2476,The Grand Army,Belgian IPA,10,16.00
401,0.06,0.00,2467,Acidulated Trip,Saison / Farmhouse Ale,10,16.00
402,0.07,0.00,2466,Root Stock,Rye Beer,10,16.00
403,0.04,0.00,2465,Mind Games,Dunkelweizen,10,16.00
404,0.08,0.00,2433,Sous Chef,Belgian Strong Pale Ale,10,16.00
405,0.07,0.00,2418,Dubbelicious,Dubbel,10,16.00
406,0.06,0.00,2416,Psychopomp,Belgian Dark Ale,10,16.00
407,0.00,0.00,2382,Fat Paczki,Belgian Dark Ale,10,16.00
408,0.00,0.00,2381,Earth-Like Planets,Belgian Pale Ale,10,16.00
409,0.06,0.00,2290,Ski Patrol,Witbier,10,16.00
410,0.06,0.00,2241,Viking Ice Hole,Oatmeal Stout,10,16.00
411,0.06,0.00,2240,Rye Porter,American Porter,10,16.00
412,0.10,0.00,2137,Wizard Burial Ground,Quadrupel (Quad),10,16.00
413,0.05,0.00,2101,Smoky Wheat,Rauchbier,10,16.00
414,0.06,0.00,2092,BRIPA,Belgian IPA,10,16.00
415,0.06,0.00,2091,Mela,Belgian Dark Ale,10,16.00
416,0.05,0.00,2086,W.I.P.A Snappa,Belgian IPA,10,16.00
417,0.06,0.00,2023,Pepper in the Rye,Rye Beer,10,16.00
418,0.06,0.00,2006,Moe Lasses,American Stout,10,16.00
419,0.07,0.00,1997,Pumpkin Tart,Fruit / Vegetable Beer,10,16.00
420,0.07,0.00,1977,Undertaker,Belgian Dark Ale,10,16.00
421,0.07,0.00,1976,Undertaker (2014),Belgian Dark Ale,10,16.00
422,0.05,0.00,1974,Coq DOr,Belgian Pale Ale,10,16.00
423,0.06,0.00,1973,North French,Bière de Garde,10,16.00
424,0.07,0.00,1959,Agent a Deux,Belgian Dark Ale,10,16.00
425,0.04,0.00,1958,Belgian Wit,Witbier,10,16.00
426,0.06,0.00,1949,Pothole Stout,American Stout,10,16.00
427,0.09,0.00,1947,Tree Bucket,Belgian IPA,10,16.00
428,0.07,0.00,1785,Le Flaneur Ale,American Wild Ale,10,16.00
429,0.06,0.00,1651,Maize & Blueberry,Fruit / Vegetable Beer,10,16.00
430,0.09,0.00,1443,Trebuchet Double IPA,American Double / Imperial IPA,10,16.00
431,0.07,0.00,1352,Contemplation,Bière de Garde,10,16.00
432,0.05,0.00,1267,Black Rabbit,American Black Ale,10,16.00
433,0.09,0.00,1266,Zaison,Saison / Farmhouse Ale,10,16.00
434,0.08,0.00,1178,Vivant Tripel,Tripel,10,16.00
435,0.10,0.00,1136,Tart Side of the Moon,Belgian Dark Ale,10,16.00
436,0.06,0.00,1044,Big Red Coq,American Amber / Red Ale,10,16.00
437,0.10,0.00,1033,Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),10,16.00
438,0.10,0.00,1031,Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,10,16.00
439,0.09,0.00,909,Escoffier Bretta Ale,American Wild Ale,10,16.00
440,0.07,0.00,873,Contemplation (2012),Bière de Garde,10,16.00
441,0.10,0.00,860,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,10,16.00
442,0.06,0.00,677,Big Red Coq (2012),American Amber / Red Ale,10,16.00
443,0.09,0.00,671,Zaison (2012),Saison / Farmhouse Ale,10,16.00
444,0.09,0.00,670,Vivant Tripel (2012),Tripel,10,16.00
445,0.10,0.00,669,Trebuchet Double IPA (2012),Belgian IPA,10,16.00
446,0.09,0.00,627,Kludde,Belgian Strong Dark Ale,10,16.00
447,0.06,0.00,387,Farm Hand,Saison / Farmhouse Ale,10,16.00
448,0.06,0.00,385,Solitude,Belgian Pale Ale,10,16.00
449,0.07,0.00,384,Triomphe,Belgian IPA,10,16.00
450,0.00,0.00,1096,Tampa Pale Ale,American Pale Ale (APA),467,12.00
451,0.00,0.00,1095,Orange Grove Wheat Ale,American Pale Wheat Ale,467,12.00
452,0.06,0.00,2456,Broad Brook Ale,American Amber / Red Ale,89,16.00
453,0.05,15.00,921,Northern Lights Amber Ale,American Amber / Red Ale,493,12.00
454,0.05,17.00,920,Polar Pale Ale,American Pale Ale (APA),493,12.00
455,0.05,0.00,919,Chugach Session Ale,Cream Ale,493,12.00
456,0.06,64.00,648,Fairweather IPA,American IPA,493,12.00
457,0.07,47.00,1279,East India Pale Ale,English India Pale Ale (IPA),437,16.00
458,0.04,0.00,756,Brooklyn Summer Ale,English Pale Mild Ale,437,12.00
459,0.07,47.00,566,East India Pale Ale,English India Pale Ale (IPA),437,12.00
460,0.04,0.00,328,Brooklyn Summer Ale (2011),English Pale Mild Ale,437,12.00
461,0.05,0.00,66,Brooklyn Lager (16 oz.),American Amber / Red Lager,437,16.00
462,0.05,0.00,65,Brooklyn Lager (12 oz.),American Amber / Red Lager,437,12.00
463,0.08,0.00,538,Tour de Nez Belgian IPA (Current),Belgian IPA,530,16.00
464,0.00,0.00,504,Roler Bock (Current),Maibock / Helles Bock,530,16.00
465,0.07,85.00,383,Black Adder IBA (Current),American Black Ale,530,16.00
466,0.10,0.00,29,Very Noddy Lager (Current),Schwarzbier,530,16.00
467,0.06,42.00,28,Tule Duck Red Ale (Current),American Amber / Red Ale,530,16.00
468,0.06,35.00,27,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,530,16.00
469,0.05,40.00,26,Black Noddy Lager (Current),Schwarzbier,530,16.00
470,0.05,0.00,1627,Cleveland Beer Week 2013,Munich Helles Lager,357,16.00
471,0.04,0.00,2552,Painted Turtle,American Pale Ale (APA),56,12.00
472,0.06,40.00,2125,1836,American Blonde Ale,214,12.00
473,0.06,20.00,2124,Summers Wit,Witbier,214,12.00
474,0.09,118.00,2123,More Cowbell,American Double / Imperial IPA,214,16.00
475,0.07,0.00,2608,Wrath of Pele,American Brown Ale,24,16.00
476,0.07,0.00,2607,Black Beerd,American Black Ale,24,16.00
477,0.08,0.00,2606,Mr. Tea,Fruit / Vegetable Beer,24,24.00
478,0.06,40.00,2478,Pale Alement,American Pale Ale (APA),24,12.00
479,0.10,115.00,2471,Hopkick Dropkick,American Double / Imperial IPA,24,12.00
480,0.06,0.00,2470,Kreamed Corn,Cream Ale,24,12.00
481,0.07,0.00,2464,Coconoats,American Pale Wheat Ale,24,16.00
482,0.07,16.00,2160,Joey Wheat,American Pale Wheat Ale,24,16.00
483,0.07,86.00,2158,3:33 Black IPA,American IPA,24,16.00
484,0.07,0.00,2072,MCA,American IPA,24,16.00
485,0.06,40.00,2054,Pale Alement,American Pale Ale (APA),24,16.00
486,0.05,14.00,2196,Couch Select Lager,American Pale Lager,197,12.00
487,0.06,36.00,668,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),517,12.00
488,0.05,0.00,52,Heinnieweisse Weissebier,Hefeweizen,556,12.00
489,0.07,0.00,51,Snapperhead IPA,American IPA,556,12.00
490,0.05,0.00,50,Moo Thunder Stout,Milk / Sweet Stout,556,12.00
491,0.04,0.00,49,Porkslap Pale Ale,American Pale Ale (APA),556,12.00
492,0.09,0.00,2657,Blackbeard,American Double / Imperial Stout,5,12.00
493,0.06,0.00,2656,Rye Knot,American Brown Ale,5,12.00
494,0.06,0.00,2655,Dead Arm,American Pale Ale (APA),5,12.00
495,0.05,0.00,2654,32°/50° Kölsch,Kölsch,5,16.00
496,0.08,0.00,2653,HopArt,American IPA,5,16.00
497,0.10,0.00,2652,Boy King,American Double / Imperial IPA,5,16.00
498,0.05,0.00,2252,Gran Sport,American Porter,182,16.00
499,0.05,25.00,2214,Horny Toad Cerveza,American Blonde Ale,182,16.00
500,0.06,35.00,2213,Native Amber,American Amber / Red Ale,182,16.00
501,0.07,100.00,1442,F5 IPA,American IPA,182,16.00
502,0.06,35.00,170,Native Amber (2013),American Amber / Red Ale,182,16.00
503,0.05,25.00,169,Horny Toad Cerveza (2013),American Blonde Ale,182,16.00
504,0.07,100.00,2315,Hopportunity Knocks IPA,American IPA,155,12.00
505,0.06,0.00,1808,Pilot Rock Porter,American Porter,155,12.00
506,0.06,55.00,1419,Caldera Pale Ale,American Pale Ale (APA),155,12.00
507,0.04,16.00,878,Lawnmower Lager,American Adjunct Lager,155,12.00
508,0.05,24.00,794,Ashland Amber Ale (2009),American Amber / Red Ale,155,12.00
509,0.06,94.00,793,Caldera IPA (2009),American IPA,155,12.00
510,0.06,94.00,792,Caldera IPA (2007),American IPA,155,12.00
511,0.06,55.00,791,Caldera Pale Ale (2010),American Pale Ale (APA),155,12.00
512,0.06,55.00,790,Caldera Pale Ale (2009),American Pale Ale (APA),155,12.00
513,0.06,55.00,789,Caldera Pale Ale (2005),American Pale Ale (APA),155,12.00
514,0.06,55.00,788,Caldera Pale Ale (2007),American Pale Ale (APA),155,12.00
515,0.06,55.00,38,Caldera Pale Ale (2011),American Pale Ale (APA),155,12.00
516,0.05,24.00,37,Ashland Amber Ale,American Amber / Red Ale,155,12.00
517,0.06,94.00,36,Caldera IPA,American IPA,155,12.00
518,0.05,0.00,2257,Remain in Light,American Pilsner,178,12.00
519,0.07,0.00,2256,Flower Child (2014),American IPA,178,12.00
520,0.00,0.00,870,THP White (2006),Witbier,497,12.00
521,0.00,0.00,869,THP Amber (2006),American Amber / Red Ale,497,12.00
522,0.00,0.00,868,THP Light (2006),American Blonde Ale,497,12.00
523,0.00,0.00,867,THP Dark (2006),English Dark Mild Ale,497,12.00
524,0.10,43.00,2068,Imperial Pumpkin Stout,Pumpkin Ale,230,16.00
525,0.09,130.00,2067,Dead-Eye DIPA,American Double / Imperial IPA,230,16.00
526,0.06,64.00,2066,Fishermans IPA,American IPA,230,12.00
527,0.05,35.00,2065,Fishermans Pils,German Pilsener,230,12.00
528,0.06,30.00,2064,Fishermans Brew,American Amber / Red Ale,230,12.00
529,0.06,35.00,1928,Cape Cod Red,American Amber / Red Ale,267,16.00
530,0.05,10.00,1927,Beach Blonde,American Blonde Ale,267,16.00
531,0.07,80.00,2227,Dark Voyage Black IPA (2013),American Black Ale,192,12.00
532,0.05,28.00,2226,Wisconsin Amber,Vienna Lager,192,12.00
533,0.05,18.00,2225,Lake House,Munich Helles Lager,192,12.00
534,0.06,55.00,1954,Ghost Ship White IPA,American IPA,192,12.00
535,0.05,18.00,1910,Lake House,Munich Helles Lager,192,16.00
536,0.06,70.00,1177,Mutiny IPA,American IPA,192,12.00
537,0.05,0.00,840,Wisconsin Amber (1998),Vienna Lager,192,12.00
538,0.04,0.00,180,Island Wheat,American Pale Wheat Ale,192,12.00
539,0.05,0.00,63,Wisconsin Amber (2013),Vienna Lager,192,12.00
540,0.05,0.00,62,U.S. Pale Ale,American Pale Ale (APA),192,12.00
541,0.00,0.00,61,Supper Club Lager,American Pale Lager,192,12.00
542,0.04,0.00,784,Carolina Lighthouse (2007),American Blonde Ale,504,12.00
543,0.05,0.00,783,Carolina Blonde (2006),American Blonde Ale,504,12.00
544,0.04,0.00,782,Carolina Blonde Light (2005),American Blonde Ale,504,12.00
545,0.06,22.00,2255,Santas Secret,Winter Warmer,179,16.00
546,0.06,0.00,530,Flagship IPA,English India Pale Ale (IPA),179,12.00
547,0.05,0.00,427,Sky Blue Golden Ale,Kölsch,179,12.00
548,0.10,100.00,2094,Epitome,American Black Ale,222,16.00
549,0.04,9.00,1941,Monkey Chased the Weasel,Berliner Weissbier,222,16.00
550,0.08,80.00,1940,077XX,American Double / Imperial IPA,222,16.00
551,0.04,35.00,1439,Boat Beer,American IPA,222,12.00
552,0.07,0.00,1465,Granny Smith Hard Apple Cider,Cider,404,16.00
553,0.07,0.00,1464,Dry Hard Apple Cider,Cider,404,16.00
554,0.06,0.00,1744,Farmer Teds Cream Ale,Cream Ale,331,12.00
555,0.05,0.00,1743,Firewater India Pale Ale,American IPA,331,12.00
556,0.05,0.00,1742,White Zombie Ale,Witbier,331,12.00
557,0.07,0.00,1719,King Winterbolt Winter Ale,Winter Warmer,331,12.00
558,0.05,0.00,638,White Zombie Ale,Witbier,331,12.00
559,0.05,0.00,507,Firewater India Pale Ale,American IPA,331,12.00
560,0.06,0.00,480,Farmer Teds Farmhouse Cream Ale,Cream Ale,331,12.00
561,0.05,16.00,1882,Whitecap Wit,Witbier,285,16.00
562,0.08,16.00,1881,Seiche Scottish Ale,Scottish Ale,285,16.00
563,0.06,0.00,2446,Peanut Butter Jelly Time,American Brown Ale,96,12.00
564,0.05,0.00,2106,King Coconut,American Porter,96,12.00
565,0.09,90.00,2600,Gone A-Rye,American Double / Imperial IPA,29,16.00
566,0.00,0.00,2210,Special Release,,29,16.00
567,0.07,70.00,2052,Dankosaurus,American IPA,29,16.00
568,0.05,35.00,1584,Scruffys Smoked Alt,Smoked Beer,29,16.00
569,0.05,36.00,1182,Elliotts Phoned Home Pale Ale,American Pale Ale (APA),29,16.00
570,0.05,18.00,1050,The Lawn Ranger,Cream Ale,29,16.00
571,0.05,0.00,1219,All American Blonde Ale,American Blonde Ale,452,12.00
572,0.05,0.00,1218,All American Red Ale,American Amber / Red Ale,452,12.00
573,0.05,40.00,2377,Main St. Virginia Ale,Altbier,122,12.00
574,0.04,24.00,1839,Chin Music Amber Lager,American Amber / Red Lager,122,12.00
575,0.05,40.00,1248,Main St. Virginia Ale,Altbier,122,12.00
576,0.05,42.00,1247,Ray Ray’s Pale Ale,American Pale Ale (APA),122,12.00
577,0.05,15.00,1649,Chai Ale,Herbed / Spiced Beer,350,16.00
578,0.07,85.00,1648,Lucky Day IPA,American IPA,350,16.00
579,0.10,99.00,1647,Terrace Hill Double IPA,American Double / Imperial IPA,350,16.00
580,0.07,77.00,1646,Catch 23,American Black Ale,350,16.00
581,0.07,0.00,2057,Stickin In My Rye,Rye Beer,236,24.00
582,0.06,45.00,2056,Black Me Stout,American Stout,236,12.00
583,0.05,22.00,2055,Killer Kolsch,Kölsch,236,12.00
584,0.07,65.00,1933,Missile IPA,American IPA,236,12.00
585,0.04,0.00,2019,Enlighten,Kölsch,250,16.00
586,0.07,8.00,2018,Ale Cider,Fruit / Vegetable Beer,250,16.00
587,0.06,30.00,2017,Pail Ale,American Pale Ale (APA),250,16.00
588,0.04,0.00,2016,Englishman,English Brown Ale,250,16.00
589,0.08,69.00,2080,8 Barrel,American Strong Ale,226,16.00
590,0.06,40.00,2079,Oktoberfest,Märzen / Oktoberfest,226,16.00
591,0.06,58.00,2380,IPA #11,American IPA,121,16.00
592,0.06,10.00,2379,Blood Orange Honey,Fruit / Vegetable Beer,121,16.00
593,0.05,0.00,2354,Lighthouse Amber,Altbier,121,16.00
594,0.09,126.00,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,12.00
595,0.05,29.00,567,Churchkey Pilsner Style Beer,American Pilsner,526,12.00
596,0.05,0.00,1342,First Press,Cider,425,12.00
597,0.05,0.00,1341,Magic Apple,Cider,425,12.00
598,0.06,25.00,2349,Cubano Espresso,Bock,141,12.00
599,0.06,65.00,2014,Operation Homefront,American IPA,141,12.00
600,0.08,65.00,2013,Wandering Pelican,American Black Ale,141,12.00
601,0.06,0.00,2012,Sugar Plum,American Brown Ale,141,12.00
602,0.06,0.00,2011,Oktoberfest,Märzen / Oktoberfest,141,12.00
603,0.06,0.00,2010,Puppys Breath Porter,American Porter,141,12.00
604,0.04,0.00,2009,Happening Now,American IPA,141,12.00
605,0.07,60.00,1726,Hopped on the High Seas (Hop #529),American IPA,141,12.00
606,0.07,60.00,1725,Hopped on the High Seas (Calypso),American IPA,141,12.00
607,0.06,0.00,1695,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),141,12.00
608,0.07,60.00,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12.00
609,0.07,60.00,1693,Hopped on the High Seas (Citra),American IPA,141,12.00
610,0.07,60.00,1692,Hopped on the High Seas (Ahtanum),American IPA,141,12.00
611,0.06,0.00,1369,Gwar Beer,American Pale Ale (APA),141,12.00
612,0.05,0.00,1243,Tropical Heatwave,American Pale Wheat Ale,141,16.00
613,0.07,70.00,1142,Humidor Series India Pale Ale,American IPA,141,12.00
614,0.07,70.00,1141,Jai Alai IPA Aged on White Oak,American IPA,141,12.00
615,0.08,65.00,1140,José Martí American Porter,American Porter,141,12.00
616,0.05,0.00,1139,Invasion Pale Ale,American Pale Ale (APA),141,12.00
617,0.06,25.00,1138,Maduro Brown Ale,English Brown Ale,141,12.00
618,0.06,25.00,571,Maduro Brown Ale,American Brown Ale,141,12.00
619,0.05,0.00,570,Hotter Than Helles Lager,Munich Helles Lager,141,12.00
620,0.07,75.00,569,Tocobaga Red Ale,American Amber / Red Ale,141,12.00
621,0.07,70.00,546,Jai Alai IPA,American IPA,141,12.00
622,0.05,18.00,545,Florida Cracker Belgian Wit,Witbier,141,12.00
623,0.05,0.00,2338,Shark Tracker Light lager,Light Lager,145,12.00
624,0.06,0.00,1365,Pumple Drumkin,Pumpkin Ale,145,12.00
625,0.04,0.00,1094,Grey Lady,Witbier,145,12.00
626,0.06,0.00,657,Summer of Lager,Munich Helles Lager,145,12.00
627,0.07,0.00,656,Indie Pale Ale,American IPA,145,12.00
628,0.04,0.00,359,Sankaty Light Lager,Light Lager,145,12.00
629,0.06,0.00,56,Whales Tale Pale Ale,English Pale Ale,145,12.00
630,0.07,60.00,1772,Jacaranada Rye IPA,American IPA,320,16.00
631,0.06,75.00,1393,Cascadian Dark Ale,American Black Ale,418,12.00
632,0.04,13.00,893,Wheat the People,American Pale Wheat Ale,418,16.00
633,0.05,17.00,1407,Tybee Island Blonde,American Blonde Ale,415,12.00
634,0.06,55.00,1406,Savannah Brown Ale,American Brown Ale,415,12.00
635,0.05,11.00,2438,Rhode Island Blueberry,Kölsch,101,12.00
636,0.07,75.00,2437,Newport Storm IPA,American IPA,101,12.00
637,0.05,24.00,751,Hurricane Amber Ale (2004),American Amber / Red Ale,101,12.00
638,0.05,24.00,120,Hurricane Amber Ale,American Amber / Red Ale,101,12.00
639,0.06,0.00,2061,Big Blue Van,Fruit / Vegetable Beer,232,16.00
640,0.07,75.00,970,Des Moines IPA,American IPA,482,16.00
641,0.05,22.00,969,Capital Gold Golden Lager,German Pilsener,482,16.00
642,0.06,21.00,968,Farmer Johns Multi-Grain Ale,American Blonde Ale,482,16.00
643,0.05,0.00,2351,Behemoth,American Pilsner,139,12.00
644,0.05,0.00,1650,Arkansas Red,American Amber / Red Ale,139,12.00
645,0.06,0.00,1337,Core Oatmeal Stout,Oatmeal Stout,139,12.00
646,0.06,0.00,1336,Core ESB,Extra Special / Strong Bitter (ESB),139,12.00
647,0.04,0.00,737,Chesters Beer (2005),American Pale Lager,512,12.00
648,0.05,0.00,129,Heiner Brau Kölsch,Kölsch,553,12.00
649,0.05,0.00,716,Trigger Blonde Ale,American Blonde Ale,515,16.00
650,0.07,29.00,659,Crabtree Oatmeal Stout,Oatmeal Stout,515,16.00
651,0.08,71.00,556,Eclipse Black IPA,American Black Ale,515,16.00
652,0.06,46.00,2538,Neomexicanus Native,American Pale Ale (APA),63,12.00
653,0.07,25.00,2355,Old Soul,Belgian Strong Pale Ale,63,12.00
654,0.06,0.00,1689,Snowcat Coffee Stout,American Stout,63,12.00
655,0.00,0.00,1163,WinterWonderGrass Festival Ale,American Amber / Red Ale,63,12.00
656,0.00,0.00,940,Boohai Red Ale,American Amber / Red Ale,63,12.00
657,0.05,15.00,685,Lava Lake Wit,Witbier,63,12.00
658,0.06,0.00,613,Mountain Livin Pale Ale,American Pale Ale (APA),63,12.00
659,0.05,25.00,356,Crazy Mountain Amber Ale,American Amber / Red Ale,63,12.00
660,0.07,65.00,2029,Tropicalia,American IPA,247,12.00
661,0.04,0.00,2028,Athena,Berliner Weissbier,247,12.00
662,0.05,25.00,2293,Aviator Raspberry Blonde,American Blonde Ale,169,12.00
663,0.06,0.00,1105,3 Picket Porter,American Porter,169,12.00
664,0.06,0.00,1104,Rusty Nail Pale Ale,American Pale Ale (APA),169,12.00
665,0.07,0.00,2145,Red Water Irish Style Red,American Amber / Red Ale,212,12.00
666,0.07,0.00,1804,Mjöllnir,Herbed / Spiced Beer,212,12.00
667,0.06,0.00,1602,Bear Butte Nut Brown Ale,American Brown Ale,212,12.00
668,0.04,0.00,1301,Easy Livin Summer Ale,American Blonde Ale,212,12.00
669,0.06,0.00,542,Canyon Cream Ale,Cream Ale,212,12.00
670,0.07,0.00,272,Pile ODirt Porter,American Porter,212,12.00
671,0.06,0.00,271,11th Hour IPA,American IPA,212,12.00
672,0.06,31.00,1057,South Ridge Amber Ale,American Amber / Red Ale,472,16.00
673,0.05,23.00,681,Summertime Ale,Kölsch,472,16.00
674,0.05,0.00,1789,Lost River Blonde Ale,American Blonde Ale,315,16.00
675,0.05,0.00,1788,Monon Wheat,Witbier,315,16.00
676,0.08,0.00,1787,Floyds Folly,Scottish Ale,315,16.00
677,0.06,0.00,1786,Half Court IPA,American IPA,315,16.00
678,0.04,0.00,1763,Gearys Pale Ale,English Pale Ale,323,12.00
679,0.06,0.00,1311,Gearys Summer Ale,Kölsch,323,12.00
680,0.08,0.00,2078,Stone of Arbroath,Scotch Ale / Wee Heavy,227,12.00
681,0.05,15.00,1809,The Tradition,American Blonde Ale,227,12.00
682,0.05,11.00,1263,El Hefe Speaks,Hefeweizen,227,12.00
683,0.06,0.00,1092,Penn Quarter Porter,American Porter,227,12.00
684,0.09,115.00,851,On the Wings of Armageddon,American Double / Imperial IPA,227,12.00
685,0.07,80.00,186,The Corruption,American IPA,227,12.00
686,0.07,0.00,185,The Citizen,Belgian Pale Ale,227,12.00
687,0.06,0.00,184,The Public,American Pale Ale (APA),227,12.00
688,0.07,0.00,1224,Dank IPA,American IPA,451,16.00
689,0.07,0.00,964,Dank IPA (2012),American IPA,451,16.00
690,0.07,0.00,1623,Lift Off IPA,American IPA,358,16.00
691,0.06,0.00,110,BrewFarm Select Golden Lager,American Pale Lager,554,12.00
692,0.05,0.00,1735,Sprocket Blonde Ale (2006),American Blonde Ale,333,12.00
693,0.05,0.00,1734,Sprocket Pale Ale (2006),American Pale Ale (APA),333,12.00
694,0.06,37.00,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,330,12.00
695,0.06,0.00,2371,Neato Bandito,Euro Pale Lager,127,12.00
696,0.07,33.00,2251,Oak Cliff Coffee Ale,American Brown Ale,127,12.00
697,0.09,100.00,2166,Dream Crusher Double IPA,American Double / Imperial IPA,127,12.00
698,0.06,0.00,1827,Deep Ellum Pale Ale,American Pale Ale (APA),127,12.00
699,0.07,0.00,1203,Double Brown Stout,Baltic Porter,127,12.00
700,0.05,25.00,1202,Farmhouse Wit,Saison / Farmhouse Ale,127,16.00
701,0.05,0.00,1161,Rye Pils Session Lager,German Pilsener,127,12.00
702,0.05,23.00,946,Dallas Blonde,American Blonde Ale,127,12.00
703,0.07,70.00,943,Deep Ellum IPA,American IPA,127,12.00
704,0.04,44.00,1886,Thrasher Session India Pale Ale,American IPA,283,12.00
705,0.05,16.00,1885,Gutch English Style Mild Ale,English Pale Mild Ale,283,12.00
706,0.06,55.00,1213,Chuli Stout,Irish Dry Stout,453,12.00
707,0.06,46.00,1159,Mother Ale,American Blonde Ale,453,12.00
708,0.07,71.00,947,Twister Creek India Pale Ale,American IPA,453,12.00
709,0.06,46.00,929,Single Engine Red,Irish Red Ale,453,12.00
710,0.07,0.00,1944,Incredible Pedal IPA,American IPA,263,12.00
711,0.05,0.00,1943,Graham Cracker Porter,American Porter,263,12.00
712,0.05,40.00,1210,Mirror Pond Pale Ale,American Pale Ale (APA),454,12.00
713,0.05,16.00,2550,Weissenheimer,Hefeweizen,57,12.00
714,0.05,22.00,2505,Abbeys Single (2015- ),Abbey Single Ale,57,12.00
715,0.06,76.00,2025,Vertex IPA,American IPA,57,12.00
716,0.05,12.00,2021,Here Gose Nothin,Gose,57,12.00
717,0.05,0.00,2015,Strawberry Blonde,Fruit / Vegetable Beer,57,12.00
718,0.10,85.00,1888,Hoperation Overload,American Double / Imperial IPA,57,12.00
719,0.05,22.00,1887,Abbeys Single Ale (Current),Abbey Single Ale,57,12.00
720,0.04,45.00,2051,Bravo Four Point,American Pale Ale (APA),237,12.00
721,0.05,26.00,1201,Striped Bass Pale Ale,American Pale Ale (APA),237,12.00
722,0.05,27.00,924,Deadicated Amber,American Amber / Red Ale,491,16.00
723,0.00,0.00,731,Kaleidoscope Collaboration 2012,American Black Ale,491,16.00
724,0.07,85.00,730,California Sunshine Rye IPA,American IPA,491,16.00
725,0.07,12.00,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,16.00
726,0.04,0.00,1773,12 Man Pale Ale,American Pale Ale (APA),319,12.00
727,0.07,72.00,1795,Filthy Hoppin IPA,American IPA,311,16.00
728,0.00,0.00,944,Dock Street Amber Beer (1992),American Amber / Red Ale,488,12.00
729,0.00,0.00,524,Dolores River Hefeweizen,Hefeweizen,531,16.00
730,0.00,0.00,450,Dolores River ESB,Extra Special / Strong Bitter (ESB),531,16.00
731,0.00,0.00,449,Snaggletooth Double Pale Ale,American Double / Imperial IPA,531,16.00
732,0.00,0.00,448,Dolores River Pale Ale,American Pale Ale (APA),531,16.00
733,0.00,0.00,447,Dolores River Dry Stout,Irish Dry Stout,531,16.00
734,0.00,0.00,446,Dolores River Mild,English Dark Mild Ale,531,16.00
735,0.05,0.00,1246,Cranberry Blend,Cider,446,12.00
736,0.05,0.00,977,Orignal Blend,Cider,446,12.00
